Compilation	Reference	Reference DOI	Locality	Basin	Place	Region	Sample ID	Latitude	Longitude	Elevation (m)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	PATAPSCO RIVER AT HOLLOFIELD MD	PATAPSCO RIVER AT HOLLOFIELD MD	US	North America	1589000	39.31031	-76.79242		24.11212	Fluvial		Volumetric	7.38147E+02	5.00000E+00					4.61183E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	PATAPSCO RIVER NEAR CATONSVILLE MD	PATAPSCO RIVER NEAR CATONSVILLE MD	US	North America	1589025	39.25125	-76.76378		23.48567	Fluvial		Volumetric	7.79586E+02	5.00000E+00					6.96535E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	PATAPSCO RIVER NEAR ELKRIDGE MD	PATAPSCO RIVER NEAR ELKRIDGE MD	US	North America	1589035	39.22733	-76.72300		23.21116	Fluvial		Volumetric	8.08076E+02	5.00000E+00					6.85327E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	PATUXENT RIVER NEAR BOWIE MD	PATUXENT RIVER NEAR BOWIE MD	US	North America	1594440	38.95592	-76.69369		13.70387	Fluvial		Volumetric	9.01316E+02	5.00000E+00					1.41934E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND MD	NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND MD	US	North America	1603000	39.62181	-78.77342		97.18049	Fluvial		Volumetric	2.27142E+03	5.00000E+00					3.77536E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CONOCOCHEAGUE CREEK AT FAIRVIEW MD	CONOCOCHEAGUE CREEK AT FAIRVIEW MD	US	North America	1614500	39.71640	-77.82478		17.81549	Fluvial		Volumetric	1.27945E+03	5.00000E+00					2.87194E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	MONOCACY R AT REICHS FORD BRIDGE NR FREDERICKMD	MONOCACY R AT REICHS FORD BRIDGE NR FREDERICKMD	US	North America	1643020	39.38788	-77.37749		24.10860	Fluvial		Volumetric	2.11602E+03	5.00000E+00					4.38378E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SNAKEDEN BRANCH AT RESTON VA	SNAKEDEN BRANCH AT RESTON VA	US	North America	1645784	38.93000	-77.34528		16.09955	Fluvial		Volumetric	2.04609E+00	5.00000E+00					2.50238E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	NORTH BRANCH ROCK CREEK NEAR ROCKVILLE MD	NORTH BRANCH ROCK CREEK NEAR ROCKVILLE MD	US	North America	1647740	39.10261	-77.11970		16.89894	Fluvial		Volumetric	3.23749E+01	5.00000E+00					1.05398E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	NORTHWEST BRANCH ANACOSTIA RIVER NR COLESVILLE MD	NORTHWEST BRANCH ANACOSTIA RIVER NR COLESVILLE MD	US	North America	1650500	39.06567	-77.02934		19.32629	Fluvial		Volumetric	5.43897E+01	5.00000E+00					1.54467E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	S F QUANTICO CREEK NEAR INDEPENDENT HILL VA	S F QUANTICO CREEK NEAR INDEPENDENT HILL VA	US	North America	1658500	38.58734	-77.42860		18.10910	Fluvial		Volumetric	1.97357E+01	5.00000E+00					1.98614E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	N BRANCH CHOPAWAMSIC CR NR INDEPENDENT HILL VA	N BRANCH CHOPAWAMSIC CR NR INDEPENDENT HILL VA	US	North America	1659000	38.56500	-77.42611		18.23479	Fluvial		Volumetric	1.47370E+01	5.00000E+00					1.41574E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	RAPPAHANNOCK RIVER AT REMINGTON VA	RAPPAHANNOCK RIVER AT REMINGTON VA	US	North America	1664000	38.53068	-77.81360		14.78884	Fluvial		Volumetric	1.60320E+03	5.00000E+00					3.49561E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	RAPIDAN RIVER NEAR CULPEPER VA	RAPIDAN RIVER NEAR CULPEPER VA	US	North America	1667500	38.35028	-77.97528		20.79437	Fluvial		Volumetric	1.21211E+03	5.00000E+00					3.49581E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CHICOD CR AT SR1760 NEAR SIMPSON NC	CHICOD CR AT SR1760 NEAR SIMPSON NC	US	North America	2084160	35.56167	-77.23084		5.06593	Fluvial		Volumetric	1.16549E+02	5.00000E+00					1.26169E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SOUTH YADKIN RIVER NEAR MOCKSVILLE NC	SOUTH YADKIN RIVER NEAR MOCKSVILLE NC	US	North America	2118000	35.84500	-80.65889		17.52695	Fluvial		Volumetric	7.92536E+02	5.00000E+00					5.03959E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	THIRD CREEK NR STONY POINT NC	THIRD CREEK NR STONY POINT NC	US	North America	2119400	35.86791	-81.06647		23.57614	Fluvial		Volumetric	1.25355E+01	5.00000E+00					2.05305E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SHAVERS FORK ABOVE BOWDEN WV	SHAVERS FORK ABOVE BOWDEN WV	US	North America	3068600	38.90278	-79.69472		136.36450	Fluvial		Volumetric	3.57418E+02	5.00000E+00					2.18748E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	TAYLOR RUN AT BOWDEN WV	TAYLOR RUN AT BOWDEN WV	US	North America	3068610	38.90750	-79.69694		137.03871	Fluvial		Volumetric	1.31053E+01	5.00000E+00					1.68918E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SHAVERS FORK BELOW BOWDEN WV	SHAVERS FORK BELOW BOWDEN WV	US	North America	3068800	38.91306	-79.77056		128.53544	Fluvial		Volumetric	3.91088E+02	5.00000E+00					3.12347E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Stony Fork Tributary near Gibbon Glade PA	Stony Fork Tributary near Gibbon Glade PA	US	North America	3070420	39.76424	-79.58699		51.15083	Fluvial		Volumetric	2.40869E+00	5.00000E+00					6.52874E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Stony Fork near Elliottsville PA	Stony Fork near Elliottsville PA	US	North America	3070455	39.76889	-79.60944		56.44545	Fluvial		Volumetric	1.92695E+01	5.00000E+00					5.16270E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Wheeling Creek below Blaine OH	Wheeling Creek below Blaine OH	US	North America	3111548	40.06694	-80.80861		57.17195	Fluvial		Volumetric	2.53042E+02	5.00000E+00					7.29209E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Enlow Fork near West Finley PA	Enlow Fork near West Finley PA	US	North America	3111585	39.96833	-80.44806		54.67270	Fluvial		Volumetric	9.86785E+01	5.00000E+00					8.30893E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Killbuck Creek at Killbuck OH	Killbuck Creek at Killbuck OH	US	North America	3139000	40.48139	-81.98611		50.55588	Fluvial		Volumetric	1.20175E+03	5.00000E+00					3.88764E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Hocking River at Athens OH	Hocking River at Athens OH	US	North America	3159500	39.32889	-82.08778		37.62946	Fluvial		Volumetric	2.44236E+03	5.00000E+00					4.23980E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	BIG COAL RIVER NEAR ALUM CREEK WV	BIG COAL RIVER NEAR ALUM CREEK WV	US	North America	3198550	38.25000	-81.79833		66.80342	Fluvial		Volumetric	1.15254E+03	5.00000E+00					1.22794E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	LITTLE COAL RIVER AT DANVILLE WV	LITTLE COAL RIVER AT DANVILLE WV	US	North America	3199000	38.07982	-81.83623		108.08044	Fluvial		Volumetric	6.96707E+02	5.00000E+00					1.34103E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	LITTLE COAL RIVER AT JULIAN WV	LITTLE COAL RIVER AT JULIAN WV	US	North America	3199400	38.15472	-81.85250		79.04123	Fluvial		Volumetric	8.23616E+02	5.00000E+00					1.34371E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	COAL RIVER AT ALUM CREEK WV	COAL RIVER AT ALUM CREEK WV	US	North America	3199700	38.28667	-81.80667		60.52539	Fluvial		Volumetric	2.16782E+03	5.00000E+00					1.30901E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	COAL RIVER AT TORNADO WV	COAL RIVER AT TORNADO WV	US	North America	3200500	38.33898	-81.84152		55.78381	Fluvial		Volumetric	2.23257E+03	5.00000E+00					1.09872E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	GUYANDOTTE RIVER NEAR BAILEYSVILLE WV	GUYANDOTTE RIVER NEAR BAILEYSVILLE WV	US	North America	3202400	37.60389	-81.64528		126.24485	Fluvial		Volumetric	7.92536E+02	5.00000E+00					9.19940E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	LEVISA FORK AT BIG ROCK VA	LEVISA FORK AT BIG ROCK VA	US	North America	3207800	37.35372	-82.19569		136.56672	Fluvial		Volumetric	7.69226E+02	5.00000E+00					3.27453E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	DICKS FORK AT PHYLLIS KY	DICKS FORK AT PHYLLIS KY	US	North America	3207962	37.44917	-82.33778		134.16641	Fluvial		Volumetric	2.12379E+00	5.00000E+00					6.53790E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	GRAPEVINE CREEK NEAR PHYLLIS KY	GRAPEVINE CREEK NEAR PHYLLIS KY	US	North America	3207965	37.43250	-82.35389		134.73260	Fluvial		Volumetric	1.60579E+01	5.00000E+00					3.05931E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	JOHNS CREEK NEAR META KY	JOHNS CREEK NEAR META KY	US	North America	3210000	37.56694	-82.45806		114.90397	Fluvial		Volumetric	1.45816E+02	5.00000E+00					2.58739E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	TYGARTS CREEK NEAR GREENUP KY	TYGARTS CREEK NEAR GREENUP KY	US	North America	3217000	38.56425	-82.95212		50.94369	Fluvial		Volumetric	6.26777E+02	5.00000E+00					5.82604E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Little Darby Creek at West Jefferson OH	Little Darby Creek at West Jefferson OH	US	North America	3230310	39.95111	-83.26944		5.42283	Fluvial		Volumetric	4.19578E+02	5.00000E+00					2.83559E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Hellbranch Run near Harrisburg OH	Hellbranch Run near Harrisburg OH	US	North America	3230450	39.84784	-83.15734		7.65158	Fluvial		Volumetric	9.27216E+01	5.00000E+00					3.23375E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Big Darby Creek at Darbyville OH	Big Darby Creek at Darbyville OH	US	North America	3230500	39.70056	-83.11028		8.03117	Fluvial		Volumetric	1.38305E+03	5.00000E+00					4.47666E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Paint Creek near Bourneville OH	Paint Creek near Bourneville OH	US	North America	3234000	39.26361	-83.16694		54.32981	Fluvial		Volumetric	2.09012E+03	5.00000E+00					7.81727E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Little Miami River near Selma OH	Little Miami River near Selma OH	US	North America	3239000	39.81000	-83.73917		6.95928	Fluvial		Volumetric	1.26650E+02	5.00000E+00					2.05886E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	North Fork Little Miami River near Pitchin OH	North Fork Little Miami River near Pitchin OH	US	North America	3239500	39.82778	-83.77722		8.77376	Fluvial		Volumetric	7.48507E+01	5.00000E+00					9.11130E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Little Miami River near Oldtown OH	Little Miami River near Oldtown OH	US	North America	3240000	39.74833	-83.93139		13.68276	Fluvial		Volumetric	3.34108E+02	5.00000E+00					2.11348E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Massies Creek at Wilberforce OH	Massies Creek at Wilberforce OH	US	North America	3241500	39.72239	-83.88231		11.59276	Fluvial		Volumetric	1.63687E+02	5.00000E+00					3.24461E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Todd Fork near Roachester OH	Todd Fork near Roachester OH	US	North America	3244000	39.33528	-84.08667		14.71192	Fluvial		Volumetric	5.67207E+02	5.00000E+00					1.21648E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	LICKING RIVER AT FARMERS KY	LICKING RIVER AT FARMERS KY	US	North America	3249500	38.11528	-83.54333		52.54047	Fluvial		Volumetric	2.14192E+03	5.00000E+00					4.87778E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Great Miami River at Sidney OH	Great Miami River at Sidney OH	US	North America	3261500	40.28694	-84.15000		7.72800	Fluvial		Volumetric	1.40118E+03	5.00000E+00					3.64083E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Loramie Creek near Newport OH	Loramie Creek near Newport OH	US	North America	3261950	40.30694	-84.38389		5.30518	Fluvial		Volumetric	3.93678E+02	5.00000E+00					3.90844E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Stillwater River at Pleasant Hill OH	Stillwater River at Pleasant Hill OH	US	North America	3265000	40.05783	-84.35606		6.35897	Fluvial		Volumetric	1.30276E+03	5.00000E+00					3.71837E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	MIDDLE FORK KENTUCKY RIVER NEAR HYDEN KY	MIDDLE FORK KENTUCKY RIVER NEAR HYDEN KY	US	North America	3280600	37.14630	-83.38159		89.83150	Fluvial		Volumetric	5.23178E+02	5.00000E+00					1.05138E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	EAGLE CREEK AT GLENCOE KY	EAGLE CREEK AT GLENCOE KY	US	North America	3291500	38.70500	-84.82389		35.71745	Fluvial		Volumetric	1.13182E+03	5.00000E+00					1.91680E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	PLUM CREEK AT WATERFORD KY	PLUM CREEK AT WATERFORD KY	US	North America	3297500	38.05139	-85.43194		24.64002	Fluvial		Volumetric	8.23616E+01	5.00000E+00					3.19714E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	EEL RIVER NEAR LOGANSPORT IN	EEL RIVER NEAR LOGANSPORT IN	US	North America	3328500	40.78194	-86.26389		8.94533	Fluvial		Volumetric	2.04350E+03	5.00000E+00					4.00379E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	BIG RACCOON CREEK NEAR FINCASTLE IN	BIG RACCOON CREEK NEAR FINCASTLE IN	US	North America	3340800	39.81254	-86.95390		10.21418	Fluvial		Volumetric	3.60008E+02	5.00000E+00					4.19074E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	TRADEWATER RIVER AT OLNEY KY	TRADEWATER RIVER AT OLNEY KY	US	North America	3383000	37.22394	-87.78057		27.68184	Fluvial		Volumetric	6.37137E+02	5.00000E+00					1.39012E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CLOVER FORK AT HARLAN KY	CLOVER FORK AT HARLAN KY	US	North America	3400990	36.84731	-83.32518		161.02093	Fluvial		Volumetric	5.74977E+02	5.00000E+00					1.30169E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	YELLOW CREEK NEAR MIDDLESBORO KY	YELLOW CREEK NEAR MIDDLESBORO KY	US	North America	3402000	36.66814	-83.68853		122.27106	Fluvial		Volumetric	1.56953E+02	5.00000E+00					2.56715E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CUMBERLAND RIVER NEAR PINEVILLE KY	CUMBERLAND RIVER NEAR PINEVILLE KY	US	North America	3403000	36.81342	-83.76603		124.39979	Fluvial		Volumetric	2.09530E+03	5.00000E+00					1.92298E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CUMBERLAND RIVER AT BARBOURVILLE KY	CUMBERLAND RIVER AT BARBOURVILLE KY	US	North America	3403500	36.86231	-83.88742		79.31502	Fluvial		Volumetric	2.48639E+03	5.00000E+00					1.12204E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CANE BRANCH NEAR PARKERS LAKE KY	CANE BRANCH NEAR PARKERS LAKE KY	US	North America	3407100	36.86806	-84.44917		47.25903	Fluvial		Volumetric	1.73529E+00	5.00000E+00					3.27798E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SMOKY CREEK AT HEMBREE TN	SMOKY CREEK AT HEMBREE TN	US	North America	3407876	36.23953	-84.41304		173.23914	Fluvial		Volumetric	4.45478E+01	5.00000E+00					5.17169E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SOUTH FORK CUMBERLAND RIVER NEAR STEARNS KY	SOUTH FORK CUMBERLAND RIVER NEAR STEARNS KY	US	North America	3410500	36.62694	-84.53333		50.25327	Fluvial		Volumetric	2.47085E+03	5.00000E+00					6.26889E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	NOLICHUCKY RIVER AT EMBREEVILLE TN	NOLICHUCKY RIVER AT EMBREEVILLE TN	US	North America	3465500	36.17639	-82.45750		116.79069	Fluvial		Volumetric	2.08494E+03	5.00000E+00					1.65797E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	POWELL RIVER NEAR ARTHUR TN	POWELL RIVER NEAR ARTHUR TN	US	North America	3532000	36.54206	-83.63042		77.11617	Fluvial		Volumetric	1.77414E+03	5.00000E+00					6.45244E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	EMORY RIVER AT OAKDALE TN	EMORY RIVER AT OAKDALE TN	US	North America	3540500	35.98306	-84.55806		69.55625	Fluvial		Volumetric	1.97875E+03	5.00000E+00					4.26582E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SEQUATCHIE RIVER NEAR WHITWELL TN	SEQUATCHIE RIVER NEAR WHITWELL TN	US	North America	3571000	35.20651	-85.49713		88.89744	Fluvial		Volumetric	9.94555E+02	5.00000E+00					5.77270E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	MICHIGAMME RIVER NEAR WITCH LAKE MI	MICHIGAMME RIVER NEAR WITCH LAKE MI	US	North America	4062400	46.24667	-88.01250		13.62573	Fluvial		Volumetric	8.18436E+02	5.00000E+00					5.04671E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SILVER CREEK AT SPAULDING ROAD NEAR GREEN LAKE WI	SILVER CREEK AT SPAULDING ROAD NEAR GREEN LAKE WI	US	North America	4073466	43.83972	-88.90833		15.31702	Fluvial		Volumetric	1.16808E+02	5.00000E+00					4.73093E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	MENOMONEE RIVER AT WAUWATOSA WI	MENOMONEE RIVER AT WAUWATOSA WI	US	North America	4087120	43.04556	-87.99972		11.64382	Fluvial		Volumetric	3.18569E+02	5.00000E+00					1.68145E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	CASS RIVER AT FRANKENMUTH MI	CASS RIVER AT FRANKENMUTH MI	US	North America	4151500	43.32778	-83.74806		4.87879	Fluvial		Volumetric	2.17818E+03	5.00000E+00					8.56545E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	FISH CREEK NEAR ARTIC IN	FISH CREEK NEAR ARTIC IN	US	North America	4177810	41.46500	-84.81417		5.94146	Fluvial		Volumetric	2.53819E+02	5.00000E+00					8.67117E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Eagle Creek above Findlay OH	Eagle Creek above Findlay OH	US	North America	4188496	40.97917	-83.65333		5.15917	Fluvial		Volumetric	1.32089E+02	5.00000E+00					5.53199E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Portage River at Woodville OH	Portage River at Woodville OH	US	North America	4195500	41.44944	-83.36139		4.08515	Fluvial		Volumetric	1.10851E+03	5.00000E+00					4.61313E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Rocky River near Berea OH	Rocky River near Berea OH	US	North America	4201500	41.40750	-81.88278		9.18094	Fluvial		Volumetric	6.91527E+02	5.00000E+00					6.02390E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Cuyahoga River at Old Portage OH	Cuyahoga River at Old Portage OH	US	North America	4206000	41.13556	-81.54722		24.68940	Fluvial		Volumetric	1.04636E+03	5.00000E+00					2.05197E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Tinkers Creek at Bedford OH	Tinkers Creek at Bedford OH	US	North America	4207200	41.38444	-81.52750		20.14514	Fluvial		Volumetric	2.17300E+02	5.00000E+00					8.82333E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Cuyahoga River at Independence OH	Cuyahoga River at Independence OH	US	North America	4208000	41.39533	-81.62985		23.93759	Fluvial		Volumetric	1.83112E+03	5.00000E+00					7.22701E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Chagrin River at Willoughby OH	Chagrin River at Willoughby OH	US	North America	4209000	41.63083	-81.40361		16.52492	Fluvial		Volumetric	6.37137E+02	5.00000E+00					1.74640E-01			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	Grand River near Painesville OH	Grand River near Painesville OH	US	North America	4212100	41.71893	-81.22788		15.78374	Fluvial		Volumetric	1.77414E+03	5.00000E+00					5.06668E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SIXMILE CREEK AT BROOKTONDALE NY	SIXMILE CREEK AT BROOKTONDALE NY	US	North America	4233286	42.38140	-76.39445		73.05709	Fluvial		Volumetric	6.99297E+01	5.00000E+00					8.71042E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	SIXMILE CREEK AT BETHEL GROVE NY	SIXMILE CREEK AT BETHEL GROVE NY	US	North America	4233300	42.40306	-76.43500		66.59168	Fluvial		Volumetric	1.01010E+02	5.00000E+00					9.96523E-02			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	WHETSTONE RIVER NEAR BIG STONE CITY SD	WHETSTONE RIVER NEAR BIG STONE CITY SD	US	North America	5291000	45.29163	-96.48756		10.47773	Fluvial		Volumetric	1.03082E+03	5.00000E+00					6.05925E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	YELLOW BANK RIVER NEAR ODESSA MN	YELLOW BANK RIVER NEAR ODESSA MN	US	North America	5293000	45.22691	-96.35367		8.49078	Fluvial		Volumetric	1.18880E+03	5.00000E+00					6.94184E-03			
Chen et al., 2022	USGS	https://waterdata.usgs.gov/nwis.	WILLOW RIVER @ WILLOW R STATE PARK NR BURKHARDTWI	WILLOW RIVER @ WILLOW R STATE PARK NR BURKHARDTWI	US	North America	5341752	45.01167	-92.70833		24.09930	Fluvial		Volumetric	7.56276E+02	5.00000E+00					1.01669E-02			
