Latitude	Longitude	Hash	Lithology	Age	Age Uncert	Unparsed Lithology
38.76731	99.4099	38.76731;99.4099	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.82578	99.31275	38.82578;99.31275	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.80634	99.30646	38.80634;99.30646	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.8136	99.31791	38.8136;99.31791	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.76775	99.44983	38.76775;99.44983	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.8283	99.27335	38.8283;99.27335	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.76855	99.16333	38.76855;99.16333	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.7252	99.28647	38.7252;99.28647	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.67993	99.2614	38.67993;99.2614	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.80172	99.09292	38.80172;99.09292	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
7.1478	80.63815	7.1478;80.63815	met, 	538.8	NaN	crystalline metamorphic rocks | precambrian crystalline metamorphic rocks | 
7.26061	80.5951	7.26061;80.5951	met, 	538.8	NaN	crystalline metamorphic rocks | precambrian crystalline metamorphic rocks | 
29.67472	-96.02501	29.67472;-96.02501	sed, 	66.0	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
30.27396	-94.79829	30.27396;-94.79829	sed, 	66.0	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
29.61748	-96.41996	29.61748;-96.41996	sed, 	66.0	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
29.73056	-96.53909	29.73056;-96.53909	sed, 	66.0	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.2297	-68.0686	-17.2297;-68.0686	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.4781	-68.3923	-17.4781;-68.3923	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.6437	-68.324	-16.6437;-68.324	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.5741	-68.3656	-16.5741;-68.3656	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.573	-68.3661	-16.573;-68.3661	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.6832	-68.2745	-16.6832;-68.2745	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.9152	-68.1612	-16.9152;-68.1612	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-16.7777	-68.1906	-16.7777;-68.1906	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.0328	-68.0941	-17.0328;-68.0941	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.106	-67.9911	-17.106;-67.9911	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.1233	-67.9637	-17.1233;-67.9637	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.2678	-67.8591	-17.2678;-67.8591	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.2941	-67.8099	-17.2941;-67.8099	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.384	-67.6443	-17.384;-67.6443	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.3847	-67.6353	-17.3847;-67.6353	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.4515	-67.6328	-17.4515;-67.6328	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.2831	-67.309	-17.2831;-67.309	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.3304	-67.3922	-17.3304;-67.3922	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-17.3662	-67.5615	-17.3662;-67.5615	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
39.6284	-121.3277	39.6284;-121.3277	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
39.65167	-121.30164	39.65167;-121.30164	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
39.7184	-121.24751	39.7184;-121.24751	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
39.67086	-121.3108	39.67086;-121.3108	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
39.67822	-121.31584	39.67822;-121.31584	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
39.71876	-121.24086	39.71876;-121.24086	siliciclast, shale, carb, sed, 	198.451	53.0	mudstone-carbonate-sandstone-conglomerate | mesozoic sedimentary and volcanic rocks | 
-15.16143	-67.03981	-15.16143;-67.03981	sed, 	105.5	40.0	sedimentary rocks | mesozoic sedimentary rocks | 
-15.38405	-67.11525	-15.38405;-67.11525	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-15.50513	-67.16887	-15.50513;-67.16887	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-15.6794	-67.427	-15.6794;-67.427	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.78993	-63.26217	-19.78993;-63.26217	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.78714	-64.03181	-19.78714;-64.03181	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.61162	-64.08	-19.61162;-64.08	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.5369	-64.15431	-19.5369;-64.15431	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.10133	-65.30622	-19.10133;-65.30622	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.52121	-63.25029	-19.52121;-63.25029	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.7883	-63.22866	-19.7883;-63.22866	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-20.01295	-63.53976	-20.01295;-63.53976	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.92985	-63.68155	-19.92985;-63.68155	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-20.09582	-63.88984	-20.09582;-63.88984	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.80017	-63.93932	-19.80017;-63.93932	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.16966	-63.66255	-19.16966;-63.66255	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.19975	-63.65038	-19.19975;-63.65038	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
17.71438	106.4466	17.71438;106.4466	met, 	395.351	143.0	crystalline metamorphic rocks | paleozoic crystalline metamorphic rocks | 
38.84868	98.88047	38.84868;98.88047	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.222	100.044	38.222;100.044	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.208	100.193	38.208;100.193	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
37.99454	100.78301	37.99454;100.78301	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.54392	100.25061	38.54392;100.25061	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.52539	100.35896	38.52539;100.35896	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.45363	100.49471	38.45363;100.49471	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.26554	100.78039	38.26554;100.78039	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
38.355	100.624	38.355;100.624	sed, 	479.0	60.0	sedimentary rocks | paleozoic sedimentary rocks | 
28.37671	83.88335	28.37671;83.88335	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.35503	83.88082	28.35503;83.88082	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.33673	83.88665	28.33673;83.88665	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.32632	83.89251	28.32632;83.89251	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.31587	83.90497	28.31587;83.90497	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.30415	83.91835	28.30415;83.91835	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.28699	83.9367	28.28699;83.9367	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.27909	83.9497	28.27909;83.9497	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.37493	83.96914	28.37493;83.96914	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.32751	83.95918	28.32751;83.95918	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.38606	83.97565	28.38606;83.97565	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.37358	83.96922	28.37358;83.96922	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.3583	83.95997	28.3583;83.95997	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.2766	83.95333	28.2766;83.95333	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.40388	83.98501	28.40388;83.98501	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.33835	83.95913	28.33835;83.95913	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.25333	83.96748	28.25333;83.96748	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.29414	83.9342	28.29414;83.9342	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
28.3083	83.94917	28.3083;83.94917	sed, 	721.9	278.0	sedimentary rocks | precambrian-phanerozoic sedimentary rocks | 
35.09665	100.76111	35.09665;100.76111	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.89789	100.88543	34.89789;100.88543	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.79845	100.81178	34.79845;100.81178	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.77756	100.81296	34.77756;100.81296	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.75305	99.6945	34.75305;99.6945	sed, 	275.40099999999995	23.0	sedimentary rocks | paleozoic sedimentary rocks | 
34.52733	100.39412	34.52733;100.39412	sed, 	275.40099999999995	23.0	sedimentary rocks | paleozoic sedimentary rocks | 
33.69382	101.38817	33.69382;101.38817	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.59924	101.33996	34.59924;101.33996	sed, 	395.351	143.0	sedimentary rocks | paleozoic sedimentary rocks | 
33.76541	101.22724	33.76541;101.22724	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
33.72406	101.272	33.72406;101.272	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.55717	99.48074	34.55717;99.48074	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.47924	99.77849	34.47924;99.77849	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
34.68906	100.62238	34.68906;100.62238	sed, 	226.601	25.0	sedimentary rocks | mesozoic sedimentary rocks | 
44.37213	-115.76735	44.37213;-115.76735	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.99464	-115.3582	45.99464;-115.3582	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99353	-115.3657	45.99353;-115.3657	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99224	-115.37282	45.99224;-115.37282	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99154	-115.38589	45.99154;-115.38589	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.98992	-115.39264	45.98992;-115.39264	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99109	-115.40972	45.99109;-115.40972	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99149	-115.33711	45.99149;-115.33711	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.98881	-115.33375	45.98881;-115.33375	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.0529	-115.68254	45.0529;-115.68254	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.05281	-115.68349	45.05281;-115.68349	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
44.36789	-115.77081	44.36789;-115.77081	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.05269	-115.68417	45.05269;-115.68417	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.04289	-115.67804	45.04289;-115.67804	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.05463	-115.67138	45.05463;-115.67138	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.0545	-115.67238	45.0545;-115.67238	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.04704	-115.66763	45.04704;-115.66763	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.67149	-115.32706	45.67149;-115.32706	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.70934	-115.34418	45.70934;-115.34418	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.70999	-115.34283	45.70999;-115.34283	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.82296	-115.88932	45.82296;-115.88932	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.88739	-116.03071	45.88739;-116.03071	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
44.34609	-115.78876	44.34609;-115.78876	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
46.15059	-115.58721	46.15059;-115.58721	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
46.08582	-115.51389	46.08582;-115.51389	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.75022	-116.32339	45.75022;-116.32339	basalt, volc, ign, 	12.805	10.0	flood basalt(s); mafic volcanic rocks; basalt | cenozoic volcanic rocks | 
44.33719	-115.80614	44.33719;-115.80614	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
44.35015	-115.7758	44.35015;-115.7758	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
44.35574	-115.78485	44.35574;-115.78485	plut, ign, 	105.5	40.0	intrusive igneous rocks | mesozoic intrusive rocks | 
45.99353	-115.34181	45.99353;-115.34181	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99479	-115.34623	45.99479;-115.34623	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
45.99388	-115.35134	45.99388;-115.35134	sed, 	1300.0	300.0	sedimentary rocks | mesoproterozoic sedimentary rocks | 
-18.3367	-69.86301	-18.3367;-69.86301	rhyolite, volc, ign, 	66.0	NaN	intermediate-felsic volcanic rocks | cenozoic volcanic rocks | 
-18.39987	-70.01638	-18.39987;-70.01638	rhyolite, volc, ign, 	66.0	NaN	intermediate-felsic volcanic rocks | cenozoic volcanic rocks | 
-18.39979	-70.3016	-18.39979;-70.3016	rhyolite, volc, ign, 	66.0	NaN	intermediate-felsic volcanic rocks | cenozoic volcanic rocks | 
-17.99472	-69.62967	-17.99472;-69.62967	rhyolite, volc, ign, 	66.0	NaN	intermediate-felsic volcanic rocks | cenozoic volcanic rocks | 
-17.99555	-69.62967	-17.99555;-69.62967	rhyolite, volc, ign, 	66.0	NaN	intermediate-felsic volcanic rocks | cenozoic volcanic rocks | 
-18.91033	-63.40072	-18.91033;-63.40072	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.09357	-63.54094	-19.09357;-63.54094	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.8444	-63.57437	-18.8444;-63.57437	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.09781	-63.66508	-19.09781;-63.66508	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.01537	-63.69802	-19.01537;-63.69802	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.39606	-63.66934	-19.39606;-63.66934	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.39863	-63.67593	-19.39863;-63.67593	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.40045	-63.6768	-19.40045;-63.6768	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.67025	-63.82013	-19.67025;-63.82013	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.66271	-64.03842	-19.66271;-64.03842	sed, 	2.58	NaN	sedimentary rocks | cenozoic sedimentary rocks | 
-19.6136	-64.09424	-19.6136;-64.09424	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.62362	-64.09675	-19.62362;-64.09675	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.15357	-64.30181	-19.15357;-64.30181	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.8105	-64.32028	-18.8105;-64.32028	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.72184	-64.31585	-18.72184;-64.31585	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.52362	-64.28096	-18.52362;-64.28096	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.52381	-64.29761	-18.52381;-64.29761	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.67027	-64.4985	-18.67027;-64.4985	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.69266	-64.50597	-18.69266;-64.50597	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.08528	-64.72348	-19.08528;-64.72348	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-19.05342	-64.77514	-19.05342;-64.77514	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.85222	-64.98372	-18.85222;-64.98372	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.89693	-65.11227	-18.89693;-65.11227	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.93613	-65.11415	-18.93613;-65.11415	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.95038	-65.13632	-18.95038;-65.13632	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.60114	-65.14926	-18.60114;-65.14926	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.60944	-65.16219	-18.60944;-65.16219	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.64031	-65.17885	-18.64031;-65.17885	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.62106	-65.19508	-18.62106;-65.19508	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.10028	-64.43429	-18.10028;-64.43429	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.0953	-64.58634	-18.0953;-64.58634	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.11441	-64.76518	-18.11441;-64.76518	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.171	-64.86682	-18.171;-64.86682	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.12859	-64.89097	-18.12859;-64.89097	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.91523	-65.26215	-17.91523;-65.26215	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.81862	-65.29345	-17.81862;-65.29345	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.34941	-65.67424	-18.34941;-65.67424	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.35618	-65.69178	-18.35618;-65.69178	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.35023	-65.69844	-18.35023;-65.69844	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.98949	-65.8309	-17.98949;-65.8309	sed, 	105.5	40.0	sedimentary rocks | mesozoic sedimentary rocks | 
-17.93525	-65.8643	-17.93525;-65.8643	sed, 	105.5	40.0	sedimentary rocks | mesozoic sedimentary rocks | 
-17.58274	-65.94843	-17.58274;-65.94843	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.56693	-65.98593	-17.56693;-65.98593	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.42361	-66.37366	-17.42361;-66.37366	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.48697	-66.33672	-17.48697;-66.33672	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.57278	-66.35094	-17.57278;-66.35094	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.70523	-66.24017	-17.70523;-66.24017	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.82777	-66.38508	-17.82777;-66.38508	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-17.82767	-66.38176	-17.82767;-66.38176	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.10105	-66.41939	-18.10105;-66.41939	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.21958	-66.45548	-18.21958;-66.45548	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.33274	-66.34095	-18.33274;-66.34095	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.64193	-66.34176	-18.64193;-66.34176	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.64443	-66.33679	-18.64443;-66.33679	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.63699	-66.32924	-18.63699;-66.32924	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.63936	-66.28678	-18.63936;-66.28678	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
-18.68605	-66.15421	-18.68605;-66.15421	sed, 	464.6	21.0	sedimentary rocks | paleozoic sedimentary rocks | 
37.29808	140.66294	37.29808;140.66294	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.28656	140.65372	37.28656;140.65372	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.27244	140.65411	37.27244;140.65411	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.25844	140.65939	37.25844;140.65939	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.27244	140.72183	37.27244;140.72183	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.29258	140.76014	37.29258;140.76014	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.31944	140.79019	37.31944;140.79019	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.30053	140.83433	37.30053;140.83433	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
37.26778	140.83217	37.26778;140.83217	plut, ign, 	158.951	93.0	intrusive igneous rocks | mesozoic intrusive rocks | 
35.64191	137.71739	35.64191;137.71739	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.68938	137.76492	35.68938;137.76492	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.68708	137.76131	35.68708;137.76131	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.68685	137.76027	35.68685;137.76027	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.68963	137.75718	35.68963;137.75718	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.71718	137.75779	35.71718;137.75779	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.70847	137.75688	35.70847;137.75688	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.6983	137.75131	35.6983;137.75131	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.69142	137.7414	35.69142;137.7414	sed, 	280.1	79.0	sedimentary rocks | paleozoic-mesozoic sedimentary rocks | 
35.64378	137.71497	35.64378;137.71497	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.64464	137.71162	35.64464;137.71162	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.6501	137.70608	35.6501;137.70608	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.65449	137.70296	35.65449;137.70296	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.66	137.70433	35.66;137.70433	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.66427	137.70585	35.66427;137.70585	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.67433	137.70035	35.67433;137.70035	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
35.68244	137.70979	35.68244;137.70979	plut, ign, 	84.015	61.0	intrusive igneous rocks | mesozoic-cenozoic intrusive rocks | 
